0.470000	1807.096381
0.501034	1275.356096
0.532069	910.558373
0.563103	664.221609
0.594138	531.088912
0.625172	446.511809
0.656207	386.397483
0.687241	342.077936
0.718276	308.521796
0.749310	283.719052
0.780345	265.902254
0.811379	253.183100
0.842414	243.707028
0.873448	236.748087
0.904483	231.784060
0.935517	228.775364
0.966552	227.015871
0.997586	226.565727
1.028621	226.268217
1.059655	225.979516
1.090690	225.040801
1.121724	223.048951
1.152759	220.434670
1.183793	217.530314
1.214828	214.584348
1.245862	212.016485
1.276897	210.832696
1.307931	210.706674
1.338966	211.276788
1.370000	213.823280
