0.390000	516.639706
0.410690	452.741750
0.431379	397.966732
0.452069	353.446514
0.472759	315.844843
0.493448	286.431043
0.514138	263.695890
0.534828	245.165102
0.555517	229.571332
0.576207	216.334349
0.596897	205.099643
0.617586	195.608268
0.638276	186.976835
0.658966	178.588898
0.679655	170.711569
0.700345	163.459291
0.721034	156.708145
0.741724	150.640051
0.762414	145.226940
0.783103	140.372622
0.803793	136.056041
0.824483	132.173233
0.845172	128.866938
0.865862	125.985555
0.886552	123.599622
0.907241	121.728534
0.927931	120.204001
0.948621	119.139627
0.969310	118.317974
0.990000	117.808367
