0.390000	556.285356
0.410690	483.989860
0.431379	419.156959
0.452069	361.858415
0.472759	310.043499
0.493448	269.239560
0.514138	237.931659
0.534828	212.781651
0.555517	192.678053
0.576207	176.131541
0.596897	162.681169
0.617586	151.386797
0.638276	142.239180
0.658966	135.001383
0.679655	129.083596
0.700345	124.425646
0.721034	120.623489
0.741724	117.573616
0.762414	115.157813
0.783103	113.120841
0.803793	111.281907
0.824483	109.643125
0.845172	107.979843
0.865862	106.258451
0.886552	104.521159
0.907241	102.751421
0.927931	100.971287
0.948621	99.274766
0.969310	97.652704
0.990000	96.096410
