0.470000	319.463939
0.502759	264.531361
0.535517	215.979934
0.568276	173.977387
0.601034	141.411562
0.633793	118.111146
0.666552	101.922084
0.699310	90.806446
0.732069	83.567011
0.764828	79.001799
0.797586	77.266910
0.830345	76.720991
0.863103	76.630988
0.895862	76.780050
0.928621	77.245349
0.961379	78.242311
0.994138	79.371350
1.026897	80.556236
1.059655	81.679564
1.092414	82.668536
1.125172	83.516632
1.157931	84.230601
1.190690	84.770907
1.223448	85.041123
1.256207	84.997757
1.288966	84.715009
1.321724	83.777425
1.354483	82.222408
1.387241	80.079772
1.420000	77.243154
