0.470000	551.944032
0.502759	492.228320
0.535517	451.836408
0.568276	423.465819
0.601034	397.023199
0.633793	367.637289
0.666552	333.766896
0.699310	305.629677
0.732069	284.090298
0.764828	268.328669
0.797586	251.735399
0.830345	237.417316
0.863103	226.379927
0.895862	216.280276
0.928621	205.886056
0.961379	193.903056
0.994138	181.217855
1.026897	169.631551
1.059655	160.661665
1.092414	154.114248
1.125172	149.352026
1.157931	146.003402
1.190690	143.389988
1.223448	141.080472
1.256207	138.573519
1.288966	135.860861
1.321724	132.947047
1.354483	129.734730
1.387241	127.299068
1.420000	125.620426
