0.510000	484.057429
0.541034	457.390393
0.572069	428.245000
0.603103	396.409679
0.634138	361.017462
0.665172	324.014361
0.696207	287.499983
0.727241	254.088166
0.758276	224.760682
0.789310	202.062681
0.820345	185.181265
0.851379	172.930257
0.882414	163.708204
0.913448	157.031951
0.944483	152.582090
0.975517	149.911771
1.006552	148.237916
1.037586	146.949366
1.068621	146.098283
1.099655	145.553363
1.130690	145.485024
1.161724	145.478605
1.192759	145.640252
1.223793	145.979043
1.254828	146.643804
1.285862	147.689300
1.316897	149.590019
1.347931	153.933931
1.378966	153.805442
1.410000	148.948951
