0.590000	996.628171
0.617586	860.722414
0.645172	768.490157
0.672759	709.791786
0.700345	673.004169
0.727931	649.722606
0.755517	627.906941
0.783103	606.591756
0.810690	579.458118
0.838276	548.404031
0.865862	516.915994
0.893448	487.321406
0.921034	462.166177
0.948621	439.548515
0.976207	418.833289
1.003793	401.128633
1.031379	385.955861
1.058966	372.976964
1.086552	361.938773
1.114138	353.037399
1.141724	345.848702
1.169310	340.133735
1.196897	335.710343
1.224483	332.266907
1.252069	329.813458
1.279655	328.039769
1.307241	326.620097
1.334828	325.366788
1.362414	323.628644
1.390000	321.450701
